Observer,Block name,Point name,Date,Species,Time interval,Number,Sex/Behaviour,Distance,Detection_hist,3 Birds at census point.Notes,Record #,Verified?,Time start,Temp,Relative humidity,Wind,Sky_code,Mammal,Noise,Recording #,2 Point information.Notes,Start time,End time,Start temp,End temp,Start wind,End wind,Start sky,End sky
Sonny Parker,Quill Creek,Q07,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"8,10",1,S,<50m,00011,,3057,FALSE,6:13,1.1,9.1,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q07,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4,6",1,"C,S",50-100m,11100,,3111,FALSE,6:13,1.1,9.1,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q07,"Wednesday, June 08, 2022",American Three-toed Woodpecker,4,1,C,50-100m,01000,,3112,FALSE,6:13,1.1,9.1,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q07,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,6,8",1,S,<50m,11110,,3113,FALSE,6:13,1.1,9.1,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q07,"Wednesday, June 08, 2022",Dark-eyed Junco,8,1,S,50-100m,00010,,3114,FALSE,6:13,1.1,9.1,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6",1,S,<50m,11100,,2304,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",White-winged Crossbill,"4,8",3,"F,C",50-100m,01010,,2305,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",Dark-eyed Junco,10,1,S,50-100m,00001,,2306,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,2307,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",Swainson's Thrush,"6,8,10",1,S,50-100m,00111,,2308,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q08,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,10",1,S,50-100m,10001,,2309,FALSE,7:12,3.7,92.3,0.1,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
Sonny Parker,Quill Creek,Q08,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4,6,10",1,S,50-100m,11101,,3058,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q08,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,6,8",1,S,50-100m,11110,,3059,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q08,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,6,8",1,S,<50m,11110,,3060,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q08,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,6,8",1,S,<50m,11110,,3115,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q08,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,3116,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q08,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,3117,FALSE,6:34,1.5,93.2,0,1,,,,,4:04,8:10,7.8,2.1,0,0,1,1
David Blakeburn,Quill Creek,Q09,"Friday, June 07, 2019",Swainson's Thrush,"2,4",1,S,<50m,11000,,2310,FALSE,7:39,5.3,91.3,0,1,,,,fresh batteries,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q09,"Friday, June 07, 2019",Swainson's Thrush,"4,6,8,10",1,S,<50m,01111,,2311,FALSE,7:39,5.3,91.3,0,1,,,,fresh batteries,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q09,"Friday, June 07, 2019",Dark-eyed Junco,10,1,S,<50m,00001,,2312,FALSE,7:39,5.3,91.3,0,1,,,,fresh batteries,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q09,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,S,50-100m,11111,,2313,FALSE,7:39,5.3,91.3,0,1,,,,fresh batteries,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q09,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6,10",1,S,50-100m,11101,,2314,FALSE,7:39,5.3,91.3,0,1,,,,fresh batteries,4:04,8:55,8,10.3,0.2,0.5,3,1
Sonny Parker,Quill Creek,Q09,"Wednesday, June 08, 2022",Swainson's Thrush,"2,10",1,"C,S",50-100m,10001,,3061,FALSE,6:56,2.1,93.8,0,1,,plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q09,"Wednesday, June 08, 2022",Yellow-rumped Warbler,2,1,S,50-100m,10000,,3062,FALSE,6:56,2.1,93.8,0,1,,plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q09,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"4,6,8",1,S,50-100m,01110,,3063,FALSE,6:56,2.1,93.8,0,1,,plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q09,"Wednesday, June 08, 2022",Boreal Chickadee,2,2,"V,C",<50m,10000,,3064,FALSE,6:56,2.1,93.8,0,1,,plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q09,"Wednesday, June 08, 2022",Yellow-rumped Warbler,10,1,S,50-100m,00001,,3065,FALSE,6:56,2.1,93.8,0,1,,plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q09,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,10",1,S,50-100m,10001,,3119,FALSE,6:56,2.1,93.8,0,1,,plane flyover at 6,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q09,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"4,6",1,S,50-100m,01100,,3120,FALSE,6:56,2.1,93.8,0,1,,plane flyover at 6,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q09,"Wednesday, June 08, 2022",Boreal Chickadee,2,2,"C,V",<50m,10000,,3121,FALSE,6:56,2.1,93.8,0,1,,plane flyover at 6,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q09,"Wednesday, June 08, 2022",Swainson's Thrush,"2,10",1,"C,S",50-100m,10001,,3122,FALSE,6:56,2.1,93.8,0,1,,plane flyover at 6,,,4:04,8:10,7.8,2.1,0,0,1,1
David Blakeburn,Quill Creek,Q10,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2315,FALSE,8:04,7.1,91.2,0,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q10,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6,8,10",1,S,<50m,11111,,2316,FALSE,8:04,7.1,91.2,0,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q10,"Friday, June 07, 2019",Swainson's Thrush,"2,4,6,8,10",1,"S,C",<50m,11111,,2317,FALSE,8:04,7.1,91.2,0,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q10,"Friday, June 07, 2019",White-winged Crossbill,4,5,F,50-100m,01000,probably 5 birds,2318,FALSE,8:04,7.1,91.2,0,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q10,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,10",1,S,<50m,11001,,2319,FALSE,8:04,7.1,91.2,0,1,,,,,4:04,8:55,8,10.3,0.2,0.5,3,1
Sonny Parker,Quill Creek,Q10,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4",1,S,50-100m,11000,,3067,FALSE,7:17,3.5,94.6,0,1,Red sq,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q10,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4",1,S,50-100m,11000,,3068,FALSE,7:17,3.5,94.6,0,1,Red sq,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q10,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4",1,S,50-100m,11000,,3069,FALSE,7:17,3.5,94.6,0,1,Red sq,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q10,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,10",1,S,50-100m,11001,,3118,FALSE,7:17,3.5,94.6,0,1,Red sq,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q10,"Wednesday, June 08, 2022",Yellow-rumped Warbler,10,1,"S,C",<50m,00001,,3124,FALSE,7:17,3.5,94.6,0,1,Red sq,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q10,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4",1,S,50-100m,11000,,3125,FALSE,7:17,3.5,94.6,0,1,Red sq,,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q10,"Wednesday, June 08, 2022",Swainson's Thrush,2,1,S,50-100m,10000,,3126,FALSE,7:17,3.5,94.6,0,1,Red sq,,,,4:04,8:10,7.8,2.1,0,0,1,1
David Blakeburn,Quill Creek,Q11,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,6,8",1,S,<50m,11110,,2320,FALSE,8:29,9.4,84.4,0,1,,lots of mosquitoes make hearing difficult,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q11,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,6,8,",1,S,<50m,11110,,2321,FALSE,8:29,9.4,84.4,0,1,,lots of mosquitoes make hearing difficult,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q11,"Friday, June 07, 2019",Boreal Chickadee,2,1,C,<50m,10000,,2322,FALSE,8:29,9.4,84.4,0,1,,lots of mosquitoes make hearing difficult,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q11,"Friday, June 07, 2019",Swainson's Thrush,"2,6,8",1,"S,C",50-100m,10110,,2323,FALSE,8:29,9.4,84.4,0,1,,lots of mosquitoes make hearing difficult,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q11,"Friday, June 07, 2019",Yellow-rumped Warbler,2,1,S,<50m,10000,,2324,FALSE,8:29,9.4,84.4,0,1,,lots of mosquitoes make hearing difficult,,,4:04,8:55,8,10.3,0.2,0.5,3,1
Sonny Parker,Quill Creek,Q11,"Wednesday, June 08, 2022",Boreal Chickadee,10,1,S,50-100m,00001,,3071,FALSE,7:40,4.3,62.6,0,1,,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q11,"Wednesday, June 08, 2022",Dark-eyed Junco,8,1,S,<50m,00010,,3072,FALSE,7:40,4.3,62.6,0,1,,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q11,"Wednesday, June 08, 2022",Pine Grosbeak,10,1,S,<50m,00001,,3073,FALSE,7:40,4.3,62.6,0,1,,light wind rustling leaves,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q11,"Wednesday, June 08, 2022",Boreal Chickadee,10,1,C,50-100m,00001,,3127,FALSE,7:40,4.3,62.6,0,1,,Winds picking up to Beaufort 3-4; plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q11,"Wednesday, June 08, 2022",Dark-eyed Junco,"6,8",1,S,50-100m,00110,,3128,FALSE,7:40,4.3,62.6,0,1,,Winds picking up to Beaufort 3-4; plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q11,"Wednesday, June 08, 2022",Pine Grosbeak,10,1,C,50-100m,00001,,3129,FALSE,7:40,4.3,62.6,0,1,,Winds picking up to Beaufort 3-4; plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q11,"Wednesday, June 08, 2022",Yellow-rumped Warbler,10,1,S,50-100m,00001,,3130,FALSE,7:40,4.3,62.6,0,1,,Winds picking up to Beaufort 3-4; plane flyover,,,4:04,8:10,7.8,2.1,0,0,1,1
David Blakeburn,Quill Creek,Q12,"Friday, June 07, 2019",White-winged Crossbill,10,1,"C,F",50-100m,00001,,2325,FALSE,8:55,10.3,79.4,0.5,1,,highway and mosquitoes,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q12,"Friday, June 07, 2019",Swainson's Thrush,"2,4",1,C,<50m,11000,,2326,FALSE,8:55,10.3,79.4,0.5,1,,highway and mosquitoes,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q12,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,6,8,10",1,"S,C,V",<50m,11111,,2327,FALSE,8:55,10.3,79.4,0.5,1,,highway and mosquitoes,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q12,"Friday, June 07, 2019",Common Raven,10,1,C,50-100m,00001,,2328,FALSE,8:55,10.3,79.4,0.5,1,,highway and mosquitoes,,,4:04,8:55,8,10.3,0.2,0.5,3,1
David Blakeburn,Quill Creek,Q12,"Friday, June 07, 2019",Yellow-rumped Warbler,"2,4,6,8",1,S,50-100m,11110,,2329,FALSE,8:55,10.3,79.4,0.5,1,,highway and mosquitoes,,,4:04,8:55,8,10.3,0.2,0.5,3,1
Sonny Parker,Quill Creek,Q12,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,3074,FALSE,8:00,7.3,78.4,0.1,1,,"plane flyover, light wind rustling leaves",,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q12,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,4,10",1,S,50-100m,11001,,3075,FALSE,8:00,7.3,78.4,0.1,1,,"plane flyover, light wind rustling leaves",,,4:04,8:10,7.8,2.1,0,0,1,1
Sonny Parker,Quill Creek,Q12,"Wednesday, June 08, 2022",Yellow-rumped Warbler,10,1,S,50-100m,00001,,3076,FALSE,8:00,7.3,78.4,0.1,1,,"plane flyover, light wind rustling leaves",,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q12,"Wednesday, June 08, 2022",Swainson's Thrush,"2,4,6,8,10",1,S,50-100m,11111,,3131,FALSE,8:00,7.3,78.4,0.1,1,,moderate wind; plane flyover at 8,,,4:04,8:10,7.8,2.1,0,0,1,1
Roger Brown,Quill Creek,Q12,"Wednesday, June 08, 2022",Yellow-rumped Warbler,"2,8",1,S,50-100m,10010,,3132,FALSE,8:00,7.3,78.4,0.1,1,,moderate wind; plane flyover at 8,,,4:04,8:10,7.8,2.1,0,0,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Swainson's Thrush,"3,5,10",1,S,>100m,,,3,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Swainson's Thrush,10,1,S,50-100m,,,4,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Swainson's Thrush,"3,5,10",1,S,50-100m,,,5,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Chipping Sparrow,"3,5,10",1,S,<50m,,,6,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Boreal Chickadee,"5,10",1,S,<50m,,,7,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Varied Thrush,"3,5,10",1,S,>100m,,,8,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Yellow-rumped Warbler,"3,5,10",1,S,50-100m,,,9,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Yellow-rumped Warbler,"3,10",1,S,50-100m,,,10,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Sarah Davidson,Auriol Trail,A01,"Tuesday, June 08, 2010",Yellow-rumped Warbler,3,1,S,50-100m,,,11,FALSE,4:12,5.1,51.3,,,,,1,,4:12,8:34,4,8,0.2,1.6,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Swainson's Thrush,"3,5,10",1,S,>100m,,,200,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Swainson's Thrush,"3,5,10",1,S,>100m,,,201,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Varied Thrush,10,1,S,>100m,,,202,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Dark-eyed Junco,"3,5,10",1,S,>100m,,,203,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",American Robin,"3,10",1,S,>100m,,,204,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Dark-eyed Junco,"3,5,10",1,S,<50m,,,278,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Yellow-rumped Warbler,"3,5,10",1,S,<50m,,,279,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian Mcdonald,Auriol Trail,A01,"Thursday, June 18, 2009",Yellow-rumped Warbler,"5,10",1,S,<50m,,,280,FALSE,4:10,-2,,,2,,,3,,3:50,8:50,-2,7,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Swainson's Thrush,10,1,S,>100m,,,283,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Yellow-rumped Warbler,"3,5,10",1,S,>100m,,,284,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",American Robin,3,1,S,>100m,,,285,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Dark-eyed Junco,"3,5,10",1,S,<50m,,,286,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Dark-eyed Junco,"3,5,10",1,S,50-100m,,,287,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Swainson's Thrush,"5,10",1,S,>100m,,,288,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Swainson's Thrush,"3,5,10",1,S,50-100m,,check call,289,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Dark-eyed Junco,10,1,S,>100m,,,290,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Dark-eyed Junco,"3,5,10",1,S,>100m,,,291,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Ian McDonald,Auriol Trail,A01,"Friday, June 26, 2009",Bohemian Waxwing,5,1,S,<50m,,,300,FALSE,4:07,-2,,,2,,,2,,4:07,8:20,-2,4,0,2,1,1
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",American Robin,"2,4,6",1,S,50-100m,11100,,368,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",American Robin,8,1,S,>100m,00010,,369,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",Swainson's Thrush,"2,4,6,8",1,S,50-100m,00010,,370,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",Swainson's Thrush,"2,4,6,8",1,S,50-100m,11000,,371,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",Swainson's Thrush,6,1,S,<50m,00100,,372,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Wednesday, June 08, 2011",Yellow-rumped Warbler,"2,4,6,8",1,S,50-100m,11110,,373,FALSE,3:50,12.6,53.4,0,3,,,,,3:50,8:24,12.6,11,0,0.7,3,2
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",American Robin,"4,8,10",1,S,>100m,01011,,696,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Dark-eyed Junco,"2,4,6",1,S,<50m,11100,,697,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Dark-eyed Junco,"6,8,10",1,S,50-100m,00111,,698,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Swainson's Thrush,"6,8,10",1,S,>100m,00111,,699,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Swainson's Thrush,"2,8,10",1,S,>100m,10011,,700,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Swainson's Thrush,"2,4,6",1,S,50-100m,11100,,701,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Yellow-rumped Warbler,"4,6,8",1,S,>100m,01110,,702,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Monday, June 13, 2011",Chipping Sparrow,10,1,S,50-100m,00001,,703,FALSE,3:40,6.7,50.3,0,1,,,13,,3:40,8:24,6.7,7.3,0,0.4,0,0
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Dark-eyed Junco,"2,6",1,S,50-100m,10100,,807,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",American Robin,"2,4,6,8,10",1,S,<50m,11111,,808,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Yellow-rumped Warbler,"4,6,8,10",1,S,50-100m,01111,,809,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Swainson's Thrush,"4,8,10",1,S,50-100m,01011,,810,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Dark-eyed Junco,"4,8",1,S,50-100m,01010,,811,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Yellow-rumped Warbler,"2,4",1,S,50-100m,11000,,812,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Swainson's Thrush,"4,6,8",1,S,50-100m,01110,,813,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Dark-eyed Junco,"2,4,6",1,S,<50m,11100,,814,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
Sarah Davidson,Auriol Trail,A01,"Sunday, June 10, 2012",Swainson's Thrush,"2,4,6,8",1,S,50-100m,11110,,815,FALSE,4:00,-0.8,65.1,0,1,,,,"No cloud sunny, LISP, AMRO, SWTH",4:00,8:56,0.8,10.9,0,0,1,2
